"2021-07-29 14:10:40.960411","root[root] @  [172.19.0.1]",21,1,"Query","SELECT c.User, c.Host, c.Db, c.Table_name, c.Column_name FROM mysql.columns_priv AS c LEFT JOIN mysql.user AS u ON c.User = u.user AND c.Host = u.Host WHERE u.User IS NULL"
"2021-07-29 14:10:40.962087","root[root] @  [172.19.0.1]",21,1,"Query","SELECT p.User, p.Host, p.Db, p.Routine_name, p.Routine_type FROM mysql.procs_priv AS p LEFT JOIN mysql.user AS u ON p.User = u.user AND p.Host = u.Host WHERE u.User IS NULL"
"2021-07-29 14:10:40.966150","root[root] @  [172.19.0.1]",21,1,"Query","SELECT * FROM mysql.user WHERE User='hub_catalago' AND Host='%' ORDER BY User, Host"
"2021-07-29 14:10:40.967970","root[root] @  [172.19.0.1]",21,1,"Query","SELECT * FROM mysql.tables_priv WHERE Host='%' AND User='hub_catalago' AND Db='mysql'"
"2021-07-29 14:10:40.969404","root[root] @  [172.19.0.1]",21,1,"Query","SELECT * FROM mysql.db WHERE User='hub_catalago' AND Host='%' ORDER BY Db"
"2021-07-29 14:10:43.397577","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:10:46.424173","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:10:49.446652","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:10:52.472189","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:10:55.497885","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:10:58.521197","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:01.545852","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:04.570521","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:07.582969","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:10.615363","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:13.633884","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:13.936649","root[root] @  [172.19.0.1]",9,1,"Query","SHOW FULL COLUMNS FROM `hub_catalago`.`Profissoes`"
"2021-07-29 14:11:13.940538","root[root] @  [172.19.0.1]",9,1,"Query","SHOW INDEXES FROM `hub_catalago`.`Profissoes`"
"2021-07-29 14:11:14.777152","root[root] @  [172.19.0.1]",8,1,"Query","SELECT * FROM hub_catalago.Profissoes\nLIMIT 0, 1000"
"2021-07-29 14:11:14.782866","root[root] @  [172.19.0.1]",9,1,"Query","SELECT st.* FROM performance_schema.events_statements_current st JOIN performance_schema.threads thr ON thr.thread_id = st.thread_id WHERE thr.processlist_id = 8"
"2021-07-29 14:11:14.785118","root[root] @  [172.19.0.1]",9,1,"Query","SELECT st.* FROM performance_schema.events_stages_history_long st WHERE st.nesting_event_id = 561"
"2021-07-29 14:11:14.786747","root[root] @  [172.19.0.1]",9,1,"Query","SELECT st.* FROM performance_schema.events_waits_history_long st WHERE st.nesting_event_id = 561"
"2021-07-29 14:11:14.788168","root[root] @  [172.19.0.1]",9,1,"Query","SHOW INDEX FROM `hub_catalago`.`Profissoes`"
"2021-07-29 14:11:16.650619","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:19.663537","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:22.671098","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:25.685079","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:28.699302","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:31.719734","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:34.735491","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:37.748454","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:40.768447","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:43.801001","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:46.821047","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:49.842425","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:52.858036","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:55.873077","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:11:58.896308","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
